,Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Soil_Type,Wilderness_Area,Cover_Type
10335,2534,56,23,67,24,1282,228,185,79,1566,10,3,6
10336,3260,256,8,306,34,5626,202,245,182,1471,22,1,1
10337,2336,0,20,67,27,1224,186,198,146,228,10,4,3
10338,2102,33,12,382,94,480,218,214,131,342,5,4,3
10339,3091,27,2,162,7,5193,218,234,153,1134,29,1,1
10340,2208,335,25,277,174,534,157,198,176,408,10,4,3
10341,3040,0,5,242,0,1413,212,230,156,2916,23,1,1
10342,3218,137,20,242,53,1541,246,228,101,1599,23,2,1
10343,2336,325,27,85,36,212,143,200,190,256,10,4,3
10344,3386,343,16,234,30,5220,186,214,166,3451,38,3,7
10345,2282,212,20,470,136,1358,199,254,184,854,2,4,4
10346,2813,96,30,190,141,1343,251,182,36,886,13,3,5
10347,2292,294,19,134,28,1734,164,232,207,1006,2,4,6
10348,2585,169,12,541,115,571,229,245,145,592,2,3,3
10349,2120,108,33,108,52,541,254,181,26,124,3,4,4
10350,3412,299,15,511,73,1590,175,233,197,875,38,3,7
10351,2685,119,14,127,32,1894,244,227,108,997,11,3,2
10352,2641,141,13,162,1,999,238,236,125,666,2,3,5
10353,3350,76,8,162,1,3086,230,226,128,1708,38,3,7
10354,3012,94,4,540,-7,1687,225,234,144,1436,32,3,2
10355,3427,105,12,685,-65,930,240,225,113,450,38,2,7
10356,2452,284,20,180,74,598,162,236,213,400,10,4,6
10357,3348,23,23,390,133,2059,199,183,112,2067,39,1,1
10358,2264,302,28,240,175,731,131,213,217,1001,10,4,6
10359,2470,186,2,30,0,1513,219,240,157,607,10,3,6
10360,2474,77,16,0,0,400,239,208,95,1482,5,4,4
10361,2533,151,27,324,75,2151,242,227,96,212,4,3,3
10362,2212,79,4,30,5,716,224,233,144,1598,3,4,4
10363,2174,123,22,0,0,1296,251,217,83,999,4,4,4
10364,2395,249,8,0,0,514,203,246,182,612,14,3,6
10365,2954,344,16,242,19,5024,185,213,165,1892,29,1,5
10366,1899,355,22,153,43,124,178,195,151,819,5,4,6
10367,3355,249,4,258,21,964,211,242,170,2044,32,3,7
10368,2930,120,30,361,189,1978,254,199,49,631,13,3,5
10369,2966,290,34,306,140,1299,108,213,234,1181,33,3,1
10370,3021,68,8,201,26,4134,228,225,130,2493,29,1,1
10371,2231,114,11,0,0,828,240,229,118,395,14,4,4
10372,2029,8,31,95,64,127,168,162,118,108,10,4,3
10373,2142,133,12,0,0,1256,239,234,124,1236,1,4,4
10374,3246,21,7,816,71,1434,215,224,146,2658,23,2,2
10375,2774,72,31,192,120,212,237,165,37,2010,30,1,5
10376,2166,280,37,60,45,782,96,215,244,633,10,4,3
10377,2297,337,35,190,142,1260,123,168,171,1300,10,4,3
10378,3321,80,23,418,92,607,243,192,66,765,24,2,7
10379,2641,108,13,108,36,1476,242,224,109,218,4,3,3
10380,2306,234,24,495,12,1296,173,253,209,808,6,4,4
10381,3094,76,12,547,35,630,235,217,111,1110,32,3,2
10382,3360,15,11,0,0,4631,210,217,143,4228,23,3,7
10383,3185,32,3,0,0,5165,219,232,150,1919,23,1,1
10384,2522,54,19,60,22,700,227,195,93,882,20,3,6
10385,2579,141,9,67,-12,1907,234,238,135,1956,11,3,3
10386,2955,285,11,212,19,4302,188,240,192,5057,29,1,2
10387,2830,48,6,60,-4,1742,222,227,140,1852,17,3,5
10388,2944,163,19,277,43,408,234,242,130,858,32,3,5
10389,2784,179,25,418,176,1678,221,245,142,1451,4,3,2
10390,2402,289,26,240,96,1211,140,227,222,1358,10,4,6
10391,2673,69,14,240,56,1084,234,211,106,553,29,1,2
10392,2439,313,20,330,133,1116,163,221,196,1295,6,4,6
10393,2283,311,22,382,-29,488,154,218,201,726,10,4,3
10394,3692,339,8,1201,246,5377,203,228,164,3727,40,3,7
10395,2941,16,8,216,27,5002,214,224,147,1852,29,1,5
10396,2138,27,18,30,7,1374,210,199,120,1362,17,4,4
10397,2260,126,4,0,0,295,227,237,145,366,10,4,4
10398,3395,155,16,228,23,4175,237,240,128,3388,33,3,7
10399,2502,353,17,201,52,912,190,209,156,379,6,4,3
10400,3340,124,16,633,159,3964,245,227,106,1194,33,3,1
10401,2234,33,19,400,184,466,213,196,112,228,2,4,6
10402,3175,124,19,418,-146,319,248,222,94,3841,22,2,2
10403,2249,163,37,212,129,1074,226,221,92,484,3,4,4
10404,3203,33,17,30,-1,1539,214,201,118,819,39,3,7
10405,3511,147,33,270,66,2630,242,215,73,997,40,3,7
10406,3291,78,15,30,8,2255,238,212,102,2804,39,1,7
10407,3053,14,8,60,0,3419,213,224,148,2794,23,3,1
10408,3090,298,18,67,27,1911,165,231,204,418,23,3,1
10409,2565,231,29,60,26,1209,163,251,213,524,4,3,3
10410,3004,353,21,150,55,1410,180,199,154,1243,32,3,2
10411,2883,343,9,331,88,1789,202,227,163,1717,34,3,6
10412,2486,38,11,0,0,1657,220,216,129,854,4,3,6
10413,3387,80,39,210,187,2697,238,141,0,454,39,3,7
10414,2813,65,19,228,146,242,234,198,88,1583,29,1,5
10415,2786,49,16,240,97,1431,225,205,110,2190,33,3,2
10416,2919,220,32,134,12,2440,167,250,202,1544,13,3,2
10417,2240,332,7,30,-6,1448,204,231,167,400,14,4,6
10418,3283,10,10,150,4,1120,209,220,148,2402,38,1,1
10419,2897,223,8,90,13,1610,210,248,174,1543,32,3,5
10420,2616,200,17,30,8,2072,211,253,171,1273,4,3,1
10421,2373,108,20,85,29,598,249,214,84,1379,1,4,6
10422,2913,53,11,589,170,1252,227,215,121,1515,32,3,2
10423,3014,352,10,450,91,3070,203,223,158,759,32,3,2
10424,2333,116,7,30,2,1355,233,233,133,256,6,4,3
10425,2811,75,22,371,155,390,241,194,74,1681,30,1,5
10426,2595,45,2,153,-1,391,220,234,150,6172,29,1,5
10427,2374,141,9,0,0,700,234,238,135,1015,14,3,6
10428,2766,229,11,150,30,1936,204,250,182,924,31,3,5
10429,2701,201,20,212,45,3342,207,253,173,1883,13,3,2
10430,3357,113,22,524,124,1776,251,211,77,1753,39,1,7
10431,2062,304,7,0,0,876,201,237,175,212,17,4,4
10432,3039,76,13,90,-2,671,236,216,109,1895,29,1,1
10433,2750,70,36,120,83,150,232,148,16,1513,29,1,5
10434,2799,87,31,150,-71,295,247,174,32,2387,30,1,5
10435,2752,164,16,361,168,1679,233,243,136,1230,4,3,3
10436,2456,14,17,518,112,841,202,202,134,1416,6,4,6
10437,2899,38,8,400,67,663,220,223,138,1436,11,3,2
10438,3358,72,3,631,105,1165,223,233,146,2548,32,3,1
10439,2553,124,14,319,57,895,242,229,114,1207,2,3,3
10440,2346,224,28,342,52,912,171,252,205,450,6,4,4
10441,2165,53,5,0,0,1358,223,229,142,579,14,4,4
10442,2380,283,23,285,110,1110,151,234,220,242,10,4,6
10443,3248,315,4,108,2,5532,210,236,165,553,38,1,1
10444,3449,32,9,323,101,3941,218,221,139,3267,40,3,7
10445,2686,142,10,0,0,2592,235,238,132,2293,30,1,5
10446,2233,307,30,255,145,830,124,206,215,967,10,4,6
10447,3009,101,6,67,1,644,230,232,135,1485,23,3,1
10448,3227,31,24,454,151,912,206,180,100,1003,22,1,1
10449,2913,337,14,228,39,1006,189,221,170,1995,32,3,2
10450,2341,115,22,42,15,1063,252,212,76,1348,5,4,6
10451,2870,342,12,582,104,2116,195,222,166,816,11,3,5
10452,3158,95,10,240,6,3048,237,225,118,977,32,3,1
10453,2925,145,13,787,139,2415,238,237,126,1565,13,3,2
10454,2311,28,25,30,5,1221,201,176,99,969,10,4,6
10455,2212,134,31,242,125,700,250,208,61,153,3,4,4
10456,2200,76,6,0,0,1415,228,229,136,765,17,4,4
10457,2027,42,13,0,0,553,222,212,123,497,17,4,4
10458,3193,49,5,150,7,1354,222,229,143,190,23,3,1
10459,2699,143,11,430,-24,671,236,238,130,180,4,3,3
10460,3118,331,2,283,59,721,213,236,160,1383,32,3,2
10461,2843,59,25,256,121,1844,230,181,70,757,33,3,5
10462,3282,340,21,755,166,1328,170,204,170,1624,39,3,7
10463,3447,53,7,750,98,3457,224,225,135,1436,37,3,7
10464,3710,0,4,1077,264,5301,214,232,156,3504,40,3,7
10465,3123,216,13,247,-17,2548,207,252,179,589,32,3,2
10466,3458,109,17,437,220,3762,247,219,96,3450,39,3,7
10467,2291,228,18,485,-2,1321,190,254,196,859,2,4,4
10468,2224,110,24,108,40,1040,252,206,68,1253,3,4,4
10469,2933,75,8,540,-5,3998,230,225,127,4385,23,1,2
10470,3268,57,20,0,0,4432,230,194,89,3589,22,3,1
10471,2044,276,25,108,49,153,144,236,227,277,5,4,3
10472,2316,19,28,120,66,1024,188,170,107,842,10,4,6
10473,3400,92,13,626,243,1519,240,220,109,949,40,3,7
10474,2261,205,22,192,81,1129,201,254,178,1176,3,4,4
10475,2235,93,33,268,163,558,250,171,22,216,3,4,4
10476,3006,278,31,201,80,2571,124,228,235,2602,33,3,2
10477,3264,205,15,551,170,3322,210,253,174,721,32,3,1
10478,2325,83,11,277,115,1680,236,220,114,892,2,4,6
10479,2280,33,20,67,17,1020,212,192,108,916,5,4,6
10480,2918,39,9,30,9,2010,221,219,133,2116,23,3,1
10481,2411,103,20,85,25,949,249,210,80,942,6,4,3
10482,3171,69,19,201,16,1505,237,199,87,1663,31,3,1
10483,3450,31,16,616,226,2190,214,203,120,1804,39,1,1
10484,2308,338,16,0,0,1355,183,216,170,819,17,4,6
10485,2909,98,5,212,61,459,228,233,138,297,31,3,2
10486,3233,218,11,108,34,2683,207,251,179,2640,29,1,7
10487,2094,90,23,60,21,459,248,197,65,730,1,4,6
10488,2465,319,21,228,13,642,161,215,192,1310,10,4,6
10489,2750,68,7,30,1,1676,227,226,133,2631,23,1,5
10490,2762,66,20,234,67,1110,235,197,85,437,24,3,6
10491,3134,325,15,120,34,1620,182,223,180,2297,24,3,2
10492,2318,301,29,60,38,450,127,213,220,1664,10,4,3
10493,2724,94,27,124,76,150,250,189,50,2324,30,1,5
10494,2374,83,11,408,153,576,236,220,114,1758,6,4,4
10495,2858,49,29,150,35,421,217,163,62,402,33,3,2
10496,2475,271,11,420,222,815,191,244,192,376,2,4,6
10497,3021,25,12,564,21,3847,213,213,134,4662,29,1,1
10498,2617,31,13,384,32,1624,216,212,129,1889,10,3,6
10499,2370,92,17,382,173,882,244,212,91,1482,6,4,4
10500,2353,106,21,339,159,918,250,210,79,1431,6,4,4
10501,2209,177,5,0,0,793,222,242,155,350,14,4,4
10502,3068,335,8,150,6,1442,202,230,166,2247,29,1,2
10503,3194,61,34,485,81,845,225,151,0,1742,30,1,1
10504,2962,51,13,658,200,1681,226,211,116,2016,33,3,2
10505,3133,20,29,212,69,4042,185,165,102,805,29,1,1
10506,2720,85,28,150,70,153,246,180,43,1860,30,1,5
10507,3411,121,16,309,173,3797,246,225,103,3354,39,3,7
10508,2056,22,11,30,1,960,213,217,139,371,17,4,4
10509,2278,244,34,510,-51,700,134,243,231,859,1,4,3
10510,2356,124,33,330,62,1106,253,194,39,663,6,4,4
10511,3369,243,10,350,47,3800,201,248,184,2113,38,3,7
10512,2820,290,32,124,70,1179,116,216,232,1337,13,3,2
10513,2531,187,24,390,157,769,215,249,154,934,3,3,3
10514,3173,0,5,0,0,4235,212,230,156,582,23,3,1
10515,3109,299,8,162,13,2028,197,237,180,2452,32,3,2
10516,2915,69,12,277,18,212,233,216,113,295,33,3,1
10517,3284,97,30,162,44,2282,252,181,0,636,39,3,7
10518,2595,197,12,330,90,866,217,250,166,1498,4,3,3
10519,2549,102,23,277,59,1026,251,202,66,815,4,3,3
10520,2554,144,11,0,0,2771,236,238,132,2365,20,3,2
10521,3372,314,31,342,47,3613,122,198,207,3790,39,1,7
10522,2268,140,24,201,110,1445,247,225,92,858,3,4,4
10523,2247,20,25,95,66,721,193,177,110,591,10,4,6
10524,3428,3,19,636,80,4160,191,200,143,3546,39,3,7
10525,2039,350,7,0,0,518,208,228,159,649,14,4,4
10526,2469,90,28,255,71,816,249,184,45,631,1,4,3
10527,3133,83,16,255,25,2843,241,211,96,2896,32,3,2
10528,2369,314,20,360,138,949,161,219,196,999,10,4,6
10529,3321,319,21,402,126,577,162,216,192,514,33,2,1
10530,2932,237,16,342,36,5797,189,252,198,6409,29,1,1
10531,2523,119,11,300,68,324,239,231,121,541,4,3,3
10532,2846,108,28,201,104,2132,254,194,47,481,13,3,5
10533,2830,51,29,360,163,379,220,166,61,1869,29,1,5
10534,2415,270,29,108,43,1429,131,235,235,638,10,4,6
10535,3357,252,3,228,18,1080,213,241,166,2114,32,3,1
10536,2722,61,11,170,45,175,229,218,121,2032,29,1,5
10537,2518,43,27,60,0,659,213,169,75,1383,10,3,6
10538,3186,28,6,60,7,3810,218,228,146,1533,22,1,1
10539,2840,92,19,277,83,443,246,207,82,1320,30,1,5
10540,3118,236,2,150,0,2001,216,240,162,2040,32,3,2
10541,2568,337,5,170,12,1579,208,232,163,1725,2,3,5
10542,2327,320,30,42,22,1075,130,197,199,962,10,4,6
10543,3450,0,11,379,102,3993,203,219,153,3310,40,3,7
10544,3404,214,7,1140,55,3093,214,247,169,1385,38,3,7
10545,3401,168,13,417,244,1530,230,245,144,743,40,3,7
10546,3442,193,22,641,-24,3466,212,251,163,2529,40,1,1
10547,2381,315,25,182,75,816,146,211,201,1138,10,4,6
10548,2132,203,17,60,0,1317,210,253,173,1307,1,4,4
10549,3023,79,21,404,156,1804,242,198,76,2771,33,3,1
10550,3356,202,24,469,150,787,201,253,175,853,22,1,1
10551,2434,37,10,60,4,331,220,219,133,1239,11,4,6
10552,3360,66,11,228,38,2021,231,218,118,3435,38,1,7
10553,3014,5,31,95,54,4950,165,164,123,3973,29,1,1
10554,2799,66,9,190,140,201,229,221,124,1350,30,1,5
10555,3155,339,19,552,114,3702,176,209,170,1745,39,3,1
10556,3287,333,4,335,22,5730,210,234,163,571,22,1,2
10557,2877,53,5,0,0,1839,223,229,142,1921,23,3,2
10558,3321,8,7,418,97,2899,212,227,152,3287,32,3,7
10559,2712,58,9,268,58,2259,227,221,127,2081,32,3,6
10560,2658,108,12,674,21,722,241,225,112,1230,11,3,3
10561,2653,135,17,300,13,860,244,231,110,569,2,3,3
10562,3376,309,30,60,25,3448,126,205,212,1465,39,1,1
10563,3261,82,15,95,7,2352,240,212,98,2773,39,1,7
10564,2112,268,34,60,37,1463,115,230,242,789,10,4,3
10565,3244,27,19,134,44,3181,209,197,119,285,22,3,7
10566,2489,353,14,85,-3,534,196,215,157,1343,10,4,6
10567,2123,46,23,0,0,1100,220,184,88,1456,17,4,4
10568,2742,9,7,30,3,1120,212,225,151,2197,17,3,5
10569,2758,81,33,124,85,150,242,161,21,1455,29,1,5
10570,2370,128,9,0,0,1127,235,235,131,741,6,4,4
10571,2247,11,2,0,0,1189,217,234,155,713,2,4,4
10572,2165,86,27,330,115,390,247,185,50,277,2,4,6
10573,2562,24,26,153,44,2372,196,175,104,636,10,3,2
10574,2850,104,23,566,208,2423,251,203,66,1989,10,3,3
10575,2425,82,13,175,28,604,238,216,107,1041,4,3,6
10576,3226,114,3,30,2,3236,224,236,147,2103,38,1,7
10577,2268,283,12,60,7,1026,186,240,194,1253,10,4,6
10578,3382,305,8,258,19,1693,198,236,177,792,38,3,7
10579,2243,255,19,30,12,1233,173,248,211,400,10,4,6
10580,2369,131,29,218,128,277,252,210,65,1826,3,4,4
10581,2318,193,23,319,135,1231,211,251,164,1116,6,4,4
10582,2881,59,12,228,10,1679,229,214,116,2258,29,1,2
10583,2741,331,26,150,-1,1379,150,197,182,1861,13,3,6
10584,2783,4,14,323,40,1774,201,212,148,1104,10,3,5
10585,2304,330,9,0,0,916,199,229,170,872,17,4,4
10586,2375,320,16,175,40,1565,177,223,186,598,10,4,6
10587,2751,0,10,30,8,1385,206,222,154,1026,33,3,1
10588,3339,315,5,42,-2,4980,206,236,168,3515,38,3,7
10589,3242,16,7,242,15,5940,214,226,148,999,22,1,1
10590,3184,18,6,1188,129,2963,216,227,149,2190,32,3,2
10591,2818,190,26,67,25,1231,209,249,157,2866,4,3,5
10592,2795,142,13,30,4,1567,239,237,125,1765,17,3,5
10593,2326,108,8,335,102,782,235,231,128,134,2,4,3
10594,3215,41,10,408,67,5622,221,219,132,2454,29,1,2
10595,2624,45,3,0,0,1339,220,232,148,228,9,1,2
10596,2663,273,15,30,1,1544,178,243,203,812,33,3,5
10597,2651,234,30,85,34,469,156,250,218,1431,13,3,2
10598,2858,117,21,283,87,582,251,216,83,1206,30,1,5
10599,2993,139,10,108,15,390,235,237,132,939,22,1,1
10600,3098,112,9,272,33,4990,235,231,127,120,29,1,2
10601,2533,79,7,30,3,1265,230,227,130,1366,17,3,6
10602,3361,314,13,0,0,4650,185,230,185,4267,23,3,7
10603,3063,312,13,570,66,2697,185,230,185,1153,32,3,1
10604,2024,323,31,30,22,85,127,190,194,458,17,4,3
10605,3019,315,1,42,0,4220,215,237,160,993,29,1,2
10606,3278,79,14,446,109,1500,238,214,104,1500,39,1,7
10607,2801,14,15,228,-5,1273,205,209,138,2089,13,3,6
10608,2295,124,28,190,98,768,253,207,62,1533,3,4,4
10609,3198,90,24,285,29,1273,248,195,62,1261,30,1,7
10610,2421,137,9,573,115,787,235,237,133,1224,6,4,6
10611,3307,92,16,210,9,2387,243,214,95,3803,33,2,7
10612,2968,171,17,430,52,4535,230,245,141,511,29,1,2
10613,3129,331,13,301,53,1050,189,223,174,1672,33,3,2
10614,3425,215,8,836,219,2072,213,248,171,1112,38,3,7
10615,3156,88,6,450,22,4367,229,230,135,2021,29,1,2
10616,2321,143,21,108,37,1454,245,230,103,816,3,4,3
10617,3215,22,24,153,56,2250,198,182,111,1639,24,3,1
10618,2063,349,10,0,0,955,202,224,160,216,17,4,4
10619,2253,183,22,319,128,1126,220,248,150,579,3,4,4
10620,1950,87,20,0,0,30,245,203,0,127,1,4,3
10621,3180,289,17,85,21,731,171,236,204,2114,23,2,1
10622,3277,194,8,524,50,4283,219,247,162,2058,23,1,7
10623,2236,71,30,270,185,534,237,168,41,242,3,4,4
10624,2985,167,13,458,66,5571,230,244,144,3519,29,1,2
10625,3180,359,20,108,22,3095,186,199,147,3928,22,1,1
10626,2160,349,12,532,158,636,197,219,160,361,5,4,3
10627,2128,24,34,150,106,300,181,147,82,212,10,4,6
10628,2432,260,19,120,54,552,170,247,213,390,10,4,6
10629,3236,265,11,190,28,3182,191,245,193,1549,23,3,1
10630,3061,291,9,180,10,2908,194,239,184,601,23,3,1
10631,2427,135,20,297,86,674,247,227,100,1434,1,4,6
10632,2506,184,17,108,20,1126,222,249,155,1131,4,3,3
10633,3325,270,16,67,17,1917,177,244,205,1848,32,3,1
10634,2583,51,12,192,76,1383,226,213,119,1666,10,3,6
10635,3219,90,17,297,60,787,243,211,92,841,39,3,7
10636,2116,8,2,30,0,1266,217,235,155,1048,1,4,4
10637,3315,116,14,277,54,1052,244,226,107,1224,39,3,7
10638,3383,182,23,361,224,1560,219,247,148,679,39,3,7
10639,2199,116,30,150,86,1008,254,195,44,384,3,4,4
10640,2806,76,39,234,119,255,235,141,0,1371,29,1,5
10641,3136,267,20,255,42,190,166,244,215,2399,22,2,1
10642,2314,99,11,0,0,242,238,225,117,1182,1,4,4
10643,2327,347,8,67,1,300,204,227,161,1282,10,4,6
10644,3219,170,16,175,32,2225,230,245,142,1664,27,3,1
10645,2979,36,8,1050,213,2683,220,222,138,853,31,3,2
10646,2822,82,14,319,72,1786,238,215,105,767,31,3,5
10647,2682,73,11,0,0,1458,233,218,115,1395,10,3,5
10648,2723,21,6,323,24,85,216,227,148,778,11,3,5
10649,2500,74,11,190,9,930,233,219,116,5279,18,1,5
10650,3334,11,15,395,95,3270,203,207,139,2379,32,3,7
10651,3362,228,11,150,3,4500,204,250,183,3572,35,3,7
10652,2294,310,24,90,23,1077,149,216,204,1295,10,4,6
10653,2206,33,36,150,25,743,189,140,61,636,10,4,6
10654,2827,111,20,552,194,2541,250,214,83,1968,10,3,3
10655,3248,165,39,162,91,1392,221,219,92,738,39,3,7
10656,2229,164,28,30,5,1095,232,235,114,240,1,4,4
10657,3371,347,13,874,121,1129,196,219,162,1991,38,3,7
10658,3146,160,11,67,8,2338,231,242,141,2812,29,1,7
10659,3270,67,10,30,-2,3784,230,221,123,3786,38,1,7
10660,2123,354,15,0,0,1249,193,212,156,481,14,4,4
10661,2821,115,12,162,25,752,240,228,117,607,23,1,2
10662,2459,58,3,30,0,1930,222,233,147,335,10,3,3
10663,3116,291,16,513,-22,2069,174,236,202,577,22,3,1
10664,2474,289,26,120,47,1374,137,226,224,769,10,4,2
10665,2047,260,24,382,-10,459,155,245,224,949,1,4,6
10666,3295,287,21,60,18,3948,156,233,215,1116,38,1,7
10667,3194,243,1,362,26,5923,216,239,160,2165,23,1,2
10668,2802,223,21,228,111,1073,187,254,197,1819,4,3,5
10669,2765,41,5,0,0,3263,221,229,144,3107,23,1,1
10670,2437,349,12,30,4,997,198,220,161,1455,20,3,6
10671,2448,53,10,366,133,339,226,219,127,366,2,4,3
10672,3415,319,17,509,62,1776,174,222,187,576,39,3,7
10673,2214,299,13,0,0,741,183,235,192,1579,4,4,4
10674,2284,114,6,180,22,192,230,234,138,285,10,4,4
10675,2808,112,9,0,0,4034,235,231,127,1230,23,1,2
10676,2038,237,20,295,-19,607,179,253,206,912,1,4,6
10677,2950,25,15,30,9,2280,212,207,129,2133,23,3,1
10678,3432,313,21,552,79,1813,159,219,198,534,39,3,7
10679,2725,81,27,162,81,182,244,180,47,1945,30,1,5
10680,3302,100,24,323,104,1723,251,201,65,2914,39,1,1
10681,2126,72,10,0,0,1140,232,220,119,1448,17,4,4
10682,3298,149,15,433,17,1064,239,238,124,2800,22,1,1
10683,3016,82,25,0,0,631,245,189,59,738,29,1,1
10684,2375,109,21,366,178,816,250,212,80,1539,6,4,4
10685,2350,337,23,42,15,837,163,201,173,1047,10,4,6
10686,3001,246,9,764,101,5961,201,247,184,6227,29,1,2
10687,3048,0,4,1165,250,3150,214,232,156,1126,34,3,2
10688,2606,141,15,247,78,891,241,235,119,1345,2,3,3
10689,2104,98,15,0,0,1008,243,218,100,674,3,4,4
10690,2906,349,12,618,140,2296,197,219,160,698,11,3,5
10691,2619,13,4,42,3,819,215,231,152,1691,12,1,2
10692,3228,321,18,277,49,4592,172,220,186,902,32,3,1
10693,3038,13,9,376,58,4524,211,221,146,641,29,1,2
10694,2889,155,10,300,-1,1848,231,241,141,1308,32,3,5
10695,3442,94,19,124,22,1837,247,207,81,1965,39,2,7
10696,2423,55,26,297,60,698,225,174,66,693,10,4,3
10697,3206,106,6,170,15,5590,231,232,135,3154,29,1,2
10698,3005,118,17,170,47,518,246,223,100,1507,32,3,2
10699,2760,95,3,162,21,1294,224,235,147,2249,29,1,2
10700,3264,122,13,0,0,3446,242,229,114,664,38,3,1
10701,3274,37,16,300,109,3482,218,203,117,2106,39,3,7
10702,2807,90,28,162,82,2048,249,183,43,458,13,3,5
10703,2207,45,3,0,0,792,220,232,148,319,14,4,4
10704,3309,22,15,297,70,3458,209,206,130,2136,31,3,7
10705,2634,330,8,67,17,2081,202,231,168,2292,10,3,6
10706,3041,144,12,60,4,3476,237,238,129,2781,30,1,1
10707,2287,339,20,150,32,1302,175,208,170,543,10,4,6
10708,3831,346,12,912,382,4867,196,220,163,2934,40,3,7
10709,2290,238,20,497,150,1338,180,253,206,845,2,4,4
10710,2801,106,14,319,50,1761,243,223,107,631,31,3,5
10711,3404,81,10,120,0,2889,233,223,121,787,35,3,7
10712,2985,315,5,361,20,5023,206,235,169,5570,12,1,2
10713,2847,94,33,210,87,323,250,173,24,2618,30,1,5
10714,2755,87,31,210,109,218,247,173,31,1907,30,1,5
10715,3361,298,11,459,21,3274,188,236,188,1716,39,1,1
10716,2411,348,18,42,8,1347,183,208,161,391,10,4,6
10717,2261,45,27,60,4,990,216,171,74,957,5,4,6
10718,2022,340,15,342,-35,631,188,217,168,849,1,4,6
10719,2311,30,32,283,167,1019,191,152,77,1449,10,4,3
10720,2952,281,5,212,33,4824,206,240,173,2022,29,1,2
10721,3360,122,9,42,5,2789,236,233,127,716,35,3,7
10722,2360,127,26,60,19,335,252,213,72,781,4,3,3
10723,2722,53,32,42,3,108,218,153,45,1398,30,1,5
10724,2704,123,18,124,40,1530,247,224,99,797,30,1,5
10725,3013,90,29,240,87,2297,249,180,39,2477,33,3,1
10726,2055,198,15,0,0,967,214,252,169,430,17,4,4
10727,3397,342,39,256,120,1095,114,153,160,1575,39,2,7
10728,2457,241,2,309,101,492,214,241,164,700,4,3,3
10729,2917,18,2,421,245,1189,217,234,154,806,32,3,5
10730,2874,131,17,295,99,1922,245,228,105,1256,13,3,5
10731,2938,62,5,162,10,972,224,230,142,2313,23,1,2
10732,2837,110,19,242,118,1947,249,215,87,573,13,3,5
10733,2433,60,18,60,-6,752,231,200,95,1099,10,3,6
10734,2446,76,21,469,105,726,241,196,75,1401,10,4,6
10735,2377,109,32,234,136,408,254,185,32,1891,3,4,4
10736,3387,174,9,1100,185,3159,226,245,152,1120,38,3,7
10737,2948,180,27,162,35,277,218,245,142,805,13,3,5
10738,2194,341,34,270,153,319,130,169,165,768,10,4,3
10739,2885,76,8,335,53,720,230,226,128,1433,11,3,5
10740,2951,112,7,60,9,5280,232,233,133,2259,29,1,1
10741,2230,337,14,0,0,1136,189,221,170,547,10,4,4
10742,2777,328,23,150,28,1697,159,207,184,1587,13,3,6
10743,2120,289,33,95,42,1308,110,215,234,577,10,4,3
10744,2533,322,29,85,36,828,134,197,196,323,33,3,6
10745,2188,72,12,0,0,638,233,217,115,1253,1,4,4
10746,2088,64,23,124,23,162,234,186,72,569,10,4,3
10747,2632,340,13,382,73,579,192,221,167,977,11,3,3
10748,2740,155,15,247,119,2147,237,240,129,470,4,3,2
10749,3360,176,12,170,15,4327,226,246,150,3318,33,3,7
10750,3124,119,20,430,69,450,250,218,87,1332,32,3,1
10751,2720,57,25,124,3,134,228,180,71,1290,30,1,5
10752,2507,22,9,120,14,732,215,221,143,5534,18,1,5
10753,2233,73,17,95,26,642,237,206,94,1657,3,4,4
10754,3049,324,11,95,4,3707,192,228,176,1747,22,3,1
10755,2116,353,13,0,0,1103,196,216,157,443,4,4,4
10756,2738,270,12,30,7,1506,188,244,195,2461,29,1,5
10757,3374,230,8,0,0,4320,207,248,177,3551,35,3,7
10758,2608,45,11,0,0,2077,223,217,127,2224,11,3,3
10759,2389,133,15,67,19,511,243,231,112,883,4,3,3
10760,2448,287,9,162,43,875,196,240,183,1103,6,4,3
10761,2864,115,21,295,93,566,250,215,83,1236,30,1,5
10762,2916,105,13,268,89,5618,242,223,108,4417,29,1,2
10763,3052,19,31,366,134,2415,181,159,99,2173,33,3,1
10764,2366,322,21,108,30,1501,162,214,189,391,10,4,6
10765,2233,121,36,212,129,865,253,185,25,285,3,4,4
10766,2945,4,7,30,6,5947,211,227,153,3872,24,1,1
10767,3218,111,3,306,16,2569,225,236,145,1315,31,3,2
10768,2428,290,28,270,148,365,131,223,226,1790,10,4,3
10769,3336,181,15,664,104,4298,224,248,153,2258,38,3,7
10770,3206,51,18,67,15,1544,226,197,99,731,39,3,7
10771,2524,34,22,30,4,1550,211,186,102,558,10,3,3
10772,2802,181,20,319,103,805,222,248,150,1982,4,3,5
10773,3116,18,12,85,13,4116,211,215,140,1777,23,1,1
10774,2865,116,15,124,11,2391,245,224,105,552,13,3,5
10775,2209,32,6,0,0,1230,219,226,144,552,17,4,4
10776,2897,98,13,495,65,577,241,221,107,1370,11,3,2
